,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel
751,Kenmore Tower Corporation: 566 Commonwealth Avenue,Yes,Multifamily Housing,566 Commonwealth Avenue,02215,176000,80.7,32,,Multifamily Housing,1965.0,1087,6.2,14195809.6,22%,12%,0%,22.651704545454546,,,,0504140001
752,Lincoln Halls at Park Drive Condominium,Yes,Multifamily Housing,11-15 Park Drive,02215,52865,83.6,75,,Multifamily Housing,1920.0,264.8,5,4417899.2,16%,84%,0%,36.91289132696491,,,,0504213000
753,Park Associates,Yes,Multifamily Housing,231 Park Drive,02215,40000,170.3,6,,Multifamily Housing,1920.0,424.4,10.6,6810635.5,21%,79%,0%,76.0275,,,,2100029000
754,Peterborough Housing: Peterborough Housing,Yes,Multifamily Housing,82 Peterborough Street,02215,225592,75.9,58,,Multifamily Housing,1978.0,1300.7,5.8,17117588.4,18%,10%,0%,45.82963934891308,,,,0504305000
755,Queensberry Court Condominium,Yes,Multifamily Housing,62-66 Queensberry St,02215,48000,16.2,100,,Multifamily Housing,1920.0,73.6,1.5,775830.2,96%,4%,0%,46.12291666666667,,,,504283000
756,Riverway Square Condominium,Yes,Multifamily Housing,even only 114-122 Riverway,02215,64400,64.8,95,,Multifamily Housing,1920.0,264.6,4.1,4170762.5,24%,76%,0%,25.86801242236025,,,,402005000
757,Somerset Condominium,Yes,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",02215,155880,63,67,,"Multifamily Housing, Office",1897.0,835.5,5.4,9815171.9,73%,27%,0%,30.01603797793174,,,,503809000
758,The Viridian,Yes,Multifamily Housing,1282 Boylston Street,02215,359560,15.5,100,,"Multifamily Housing, Parking, Retail Store",2014.0,374.9,1.4,4217566.5,82%,18%,0%,1.4832597262181826,,This property was under construction in 2013 and 2014.  The first tenant moved in 5/1/2015.,,0504225000
759,Windsor Place Condominium,Yes,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",02215,120295,75.3,69,,"Multifamily Housing, Office",1897.0,625.6,5.2,9061630.1,37%,63%,0%,30.843343447358578,,,,503810000
760,83 Ivy Street,Yes,Multifamily Housing,83 Ivy Street,02446,39700,0.3,100,,Multifamily Housing,1981.0,1.2,0,11945.4,100%,0%,0%,,,,,Not Available
761,Chestnut Village Condominium Trust,Yes,Multifamily Housing,"8-48 & 64-76 Bryon Rd, 15-46 Westgate Rd ",02467,268192,Not Available,Not Available,,Multifamily Housing,1967.0,0,0,Not Available,0%,0%,0%,,,,,2007012000 2007011200 
762,Hancock Village,Yes,Multifamily Housing,298 Independence Drive,02467,234741,201.5,1,,Multifamily Housing,1942.0,2536.2,10.8,47302519.3,1%,99%,0%,5568.644591272935,,,,Not Available
763,Waterworks (Watermark): 2400 Beacon Street,Yes,Multifamily Housing,2400 Beacon Street,02467,187885,42.4,94,,Multifamily Housing,2006.0,543.4,2.9,7971155.9,35%,65%,0%,22.06615748995396,,,,2102439200
764,Orchard Gardens,Yes,Multifamily Housing,25 Ambrose Street,02481,400000,14,100,,Multifamily Housing,1900.0,324.4,0.8,5597612.5,11%,89%,0%,5.52725,,,,0802195020
765,Wilder Gardens,Yes,Multifamily Housing,36 Bishop Joe L. Smith Way,021121,70756,75.3,78,,Multifamily Housing,1920.0,343.3,4.9,5329908,26%,74%,0%,50.71796031431963,,,,1400731000
766,101 CHARLESTOWN,Yes,Multifamily Housing,,,835225,150.30535398245982,,,Multifamily Housing,,7710.94540684,9.232177445406927,125538789.28,19%,81%,0%,8.533228846119316,,,,
767,104 LENOX,Yes,Multifamily Housing,,,195432,188.96717426010068,,,Multifamily Housing,,2206.4657914,11.290197057800155,36930232.8,15%,85%,0%,8.365209447531624,,,,
768,106 CATHEDRAL,Yes,Multifamily Housing,,,379000,112.18609620580474,,,Multifamily Housing,,2773.2608581985,7.3173109714999995,42518530.462,28%,72%,0%,8.868478155672822,,,,
769,111 WHITTIER,Yes,Multifamily Housing,,,159200,133.13122464824121,,,Multifamily Housing,,1335.028104767,8.385854929440955,21194490.964,23%,77%,0%,9.333568332286431,,,,
770,114 ALICE TAYLOR,Yes,Multifamily Housing,,,356918,117.44593749264537,,,Multifamily Housing,,2637.5703101665,7.389849517722558,41918569.118,22%,78%,0%,10.629151723925382,,,,
771,123 ME MCCORMACK,Yes,Multifamily Housing,,,812800,178.83072750369095,,,Multifamily Housing,,8727.37004972625,10.737413939131704,145353615.315,16%,84%,0%,7.400120518147144,,,,
772,124 OLD COLONY,Yes,Multifamily Housing,,,442790,113.64295539646334,,,Multifamily Housing,,3091.461922285,6.981778997459292,50319964.22,19%,81%,0%,6.704987092526932,,,,
773,158 WEST NEWTON,Yes,Multifamily Housing,,,108000,53.40586555555556,,,Multifamily Housing,,558.03788919,5.1670174925,5767833.48,100%,0%,0%,6.812401306944445,,,,
774,174 RUTLAND,Yes,Multifamily Housing,,,11200,242.1296775892857,,,Multifamily Housing,,159.74789463575001,14.263204878191965,2711852.389,13%,87%,0%,6.995336142857142,,,,
775,182/295 COMMONWEALTH Family & Elderly,Yes,Multifamily Housing,,,470262,77.86496433264861,,,Multifamily Housing,,2281.0079466647503,4.850504498906461,36616933.857,21%,79%,0%,6.853235716472944,,,,
776,189 FRANKLIN FIELD,Yes,Multifamily Housing,,,402572,71.7889165788977,,,Multifamily Housing,,1994.3541093937502,4.954030855086171,28900207.725,36%,64%,0%,7.215325145936625,,,,
777,193 HIGHLAND PARK,Yes,Multifamily Housing,,,29367,155.2556990159022,,,Multifamily Housing,,266.56138043275,9.076901979526339,4559394.113,12%,88%,0%,8.908741342323015,,,,
778,226 POND STREET,Yes,Multifamily Housing,,,21500,564.715488372093,,,Multifamily Housing,,688.17135725,32.007970104651164,12141383,8%,92%,0%,7.260608093023256,,,,
779,227 ANNAPOLIS,Yes,Multifamily Housing,,,27000,188.38496025925926,,,Multifamily Housing,,313.50754843725,11.611390682861112,5086393.927,20%,80%,0%,8.015217222222224,,,,
780,228 ASHMONT,Yes,Multifamily Housing,,,26000,306.28418923076924,,,Multifamily Housing,,466.85003401,17.955770538846153,7963388.92,13%,87%,0%,8.89661619230769,,,,
781,229 HOLGATE,Yes,Multifamily Housing,,,40000,248.80899,,,Multifamily Housing,,607.3906233,15.184765582499999,9952359.6,18%,82%,0%,8.3622639375,,,,
782,230 FOLEY,Yes,Multifamily Housing,,,47500,148.81788715789472,,,Multifamily Housing,,470.49414667,9.905139929894737,7068849.64,31%,69%,0%,5.760614936842106,,,,
783,232 GROVELAND,Yes,Multifamily Housing,,,29500,70.43737830508475,,,Multifamily Housing,,201.037082355,6.814816351016949,2077902.66,100%,0%,0%,4.868740479661016,,,,
784,234 DAVISON,Yes,Multifamily Housing,,,37050,31.212691039136303,,,Multifamily Housing,,111.88462214025,3.0198278580364373,1156430.203,100%,0%,0%,4.777828663967612,,,,
785,235 WASHINGTON STREET,Yes,Multifamily Housing,,,40500,189.75483654320988,,,Multifamily Housing,,457.26966364,11.290608978765432,7685070.88,15%,85%,0%,7.224500666666666,,,,
786,236 WEST NINTH STREET,Yes,Multifamily Housing,,,41500,142.11787373493976,,,Multifamily Housing,,374.23229978,9.017645777831325,5897891.76,24%,76%,0%,4.559409813253012,,,,
787,237 J.J. CARROLL,Yes,Multifamily Housing,,,31500,170.53503873015873,,,Multifamily Housing,,330.64345541,10.496617632063492,5371853.72,19%,81%,0%,14.404118333333331,,,,
788,238 MEADE APARTMENTS,Yes,Multifamily Housing,,,19500,193.43405128205129,,,Multifamily Housing,,234.288085,12.014773589743589,3771964,21%,79%,0%,7.8683351538461554,,,,
789,240 MLK TOWERS,Yes,Multifamily Housing,,,82418,112.8772913683904,,,Multifamily Housing,,587.35704205,7.1265626689558115,9303120.6,23%,77%,0%,5.412284883156592,,,,
790,241 EVA WHITE (CASTLE SQ),Yes,Multifamily Housing,,,50500,162.36419659405942,,,Multifamily Housing,,522.103481034,10.338682792752474,8199391.928,24%,76%,0%,10.619495554455446,,,,
791,242 WALNUT PARK,Yes,Multifamily Housing,,,104201,86.59145900711125,,,Multifamily Housing,,778.246562985,7.468705319382731,9022916.62,76%,24%,0%,6.42799944338346,,,,
792,244 FREDERICK DOUGLAS,Yes,Multifamily Housing,,,43229,138.9797200953064,,,Multifamily Housing,,496.42032846,11.483502474264961,6007954.32,68%,32%,0%,9.91228113072243,,,,
793,245 AMORY STREET,Yes,Multifamily Housing,,,156114,64.21175079108856,,,Multifamily Housing,,931.33078619525,5.965709585272621,10024353.263,91%,9%,0%,6.224981206041738,,,,
794,247 GENERAL WARREN,Yes,Multifamily Housing,,,47000,143.91696280851065,,,Multifamily Housing,,460.106217131,9.789493981510638,6764097.252,34%,66%,0%,8.51311140319149,,,,
795,249 TORRE UNIDAD,Yes,Multifamily Housing,,,109724,96.05241733804819,,,Multifamily Housing,,888.14200382,8.094327620392987,10539255.44,71%,29%,0%,6.009679514053442,,,,
796,250 ROCKLAND TOWERS,Yes,Multifamily Housing,,,39859,85.66824636844879,,,Multifamily Housing,,309.363516646,7.761447016884517,3414650.632,86%,14%,0%,7.0280178629669585,,,,
797,251 CODMAN,Yes,Multifamily Housing,,,52000,183.27014615384616,,,Multifamily Housing,,626.0699893,12.039807486538463,9530047.6,29%,71%,0%,11.449192961538463,,,,
798,252 HERITAGE,Yes,Multifamily Housing,,,225606,81.73126931021338,,,Multifamily Housing,,1443.836261982,6.399813222972793,18439064.744,58%,42%,0%,4.1052462500997295,,,,
799,253 ST. BOTOLPH,Yes,Multifamily Housing,,,83094,70.28939754976292,,,Multifamily Housing,,500.0090776,6.017390877801045,5840627.2,74%,26%,0%,6.649213300599321,,,,
800,254 PASCIUCCO,Yes,Multifamily Housing,,,60624,118.01423924518343,,,Multifamily Housing,,467.77435047,7.715992848871734,7154495.24,28%,72%,0%,4.273672431710213,,,,
801,257 LOWER MILLS,Yes,Multifamily Housing,,,112674,77.24203347711097,,,Multifamily Housing,,592.66390114,5.259988117400642,8703168.88,34%,66%,0%,3.6365478060599608,,,,
802,261 AUSONIA HOMES,Yes,Multifamily Housing,,,49500,161.6135111111111,,,Multifamily Housing,,501.96609440000003,10.14072917979798,7999868.8,22%,78%,0%,7.042097363636365,,,,
803,262 HASSAN,Yes,Multifamily Housing,,,70688,76.1729377546401,,,Multifamily Housing,,520.951596372,7.369731727761431,5384512.624,100%,0%,0%,5.401372234325486,,,,
804,270 SPRING STREET,Yes,Multifamily Housing,,,67169,56.919748693593775,,,Multifamily Housing,,369.89872155,5.506985686105198,3823242.6,100%,0%,0%,7.3265889547261365,,,,
805,271 PATRICIA WHITE,Yes,Multifamily Housing,,,193087,85.56951488189262,,,Multifamily Housing,,1062.01953101,5.500212500116528,16522360.92,26%,74%,0%,6.129696509863431,,,,
806,272 ROSLYN,Yes,Multifamily Housing,,,59000,170.00633220338983,,,Multifamily Housing,,652.9401898000001,11.066782877966103,10030373.6,27%,73%,0%,5.484981533898306,,,,
807,277 BELLFLOWER,Yes,Multifamily Housing,,,56500,64.72896663716814,,,Multifamily Housing,,265.03413300125,4.690869610641593,3657186.615,44%,56%,0%,7.924563663716813,,,,
808,283 PEABODY SQUARE,Yes,Multifamily Housing,,,50500,142.56301233663365,,,Multifamily Housing,,476.89184590025,9.443402889113862,7199432.123,30%,70%,0%,11.578036455445543,,,,
809,290 JOSEPH C. MALONE,Yes,Multifamily Housing,,,52000,145.65749692307693,,,Multifamily Housing,,463.88009502,8.920771058076923,7574189.84,19%,81%,0%,7.462345401923075,,,,
810,298 HAMPTON HOUSE,Yes,Multifamily Housing,,,43229,109.66198061486502,,,Multifamily Housing,,405.41009828,9.378197466515534,4740577.76,74%,26%,0%,9.646659268083924,,,,
811,299 WASHINGTON MANOR,Yes,Multifamily Housing,,,43229,111.00951213305883,,,Multifamily Housing,,419.50781785,9.704314646417913,4798830.2,79%,21%,0%,11.065789493164308,,,,
812,300 CENTRAL OFFICE,Yes,Multifamily Housing,,,88653,55.952203896089244,,,Multifamily Housing,,407.49578232100004,4.5965255808714875,4960330.732,67%,33%,0%,0.7441432269635546,,,,
813,501 WEST BROADWAY,Yes,Multifamily Housing,,,388800,175.49154567901232,,,Multifamily Housing,,4267.47552288,10.976017291358025,68231112.96,22%,78%,0%,11.839468927469131,,,,
814,502 CAMDEN,Yes,Multifamily Housing,,,45984,233.1056932846207,,,Multifamily Housing,,637.71767235,13.868251399399792,10719132.2,15%,85%,0%,12.788785392745298,,,,
815,504 FANEUIL,Yes,Multifamily Housing,,,216568,182.3948568578922,,,Multifamily Housing,,3049.6510473079993,14.081725127017839,39500889.36,16%,3%,0%,10.402443373905651,,,,
816,505 FAIRMOUNT,Yes,Multifamily Housing,,,181922,134.99102410373678,,,Multifamily Housing,,1560.2256741672502,8.576344115429965,24557837.087,24%,76%,0%,10.214294165906256,,,,
817,507 ARCHDALE,Yes,Multifamily Housing,,,224000,146.05074938839286,,,Multifamily Housing,,2011.96374474525,8.981981003327009,32715367.863,19%,81%,0%,11.014478552008928,,,,
818,508 ORIENT HEIGHTS,Yes,Multifamily Housing,,,263200,155.16630109042552,,,Multifamily Housing,,2432.81144674725,9.243204584905964,40839770.447,15%,85%,0%,12.6964491531155,,,,
819,510 GALLIVAN,Yes,Multifamily Housing,,,198400,115.58311137096774,,,Multifamily Housing,,1503.6039033880002,7.578648706592743,22931689.296,29%,71%,0%,12.407419720766134,,,,
820,512 SOUTH STREET,Yes,Multifamily Housing,,,104800,201.23800553435115,,,Multifamily Housing,,1212.638565315,11.570978676669847,21089742.98,10%,90%,0%,9.961613395992364,,,,
821,601/602 FRANKLIN FIELD FAMILY,Yes,Multifamily Housing,,,94560,155.3109709496616,,,Multifamily Housing,,847.60478570775,8.963671591664022,14686205.413,11%,89%,0%,9.674985682106598,,,,
822,603 MONSIGNOR POWERS,Yes,Multifamily Housing,,,33500,116.49394507462686,,,Multifamily Housing,,346.57394573,10.345490917313432,3902547.16,82%,18%,0%,5.519269208955223,,,,
823,Bromley/Heath,Yes,Multifamily Housing,,,813771,107.66142331810794,,,Multifamily Housing,,5487.56755512625,6.743380576508931,87611744.11500001,22%,78%,0%,10.581592382785995,,,,
824,Jamaicaway Tower and Townhouses,Yes,Multifamily Housing,111 Perkins Street,02130,445701,57.2,78,,Multifamily Housing,1965.0,2065.2,4.6,25504486.3,31%,1%,0%,21.968090715524532,,,,1002149000
825,315 on A,Yes,Multifamily Housing,315 A Street,02110,256006,52,95,,"Multifamily Housing, Parking",2013.0,752.7,3.8,10390464,44%,56%,0%,11.683649490515284,,,,0602761030
826,African American Museum,Municipal,Museum,46 Joy St,02114,4500,Not Available,Not applicable to this property type,,Museum,2000.0,0,0,Not Available,0%,0%,0%,0.9555555555555556,,,,
827,Isabella Stewart Gardner Museum,Yes,Museum,280 the Fenway,02115,63000,102.4,Not applicable to this property type,,Museum,1903.0,406,6.4,6452293.6,22%,78%,0%,,,The water used in this building is metered through building identified as Portfolio Manager Property ID: 4040564. We only have one water main for the entire campus. ,,Not Available
828,Isabella Stewart Gardner Museum,Yes,Museum,25 Evans Way,02115,70000,159.1,Not applicable to this property type,,Museum,2011.0,979.1,14,11134289.2,80%,20%,0%,39.30142857142857,,,,Not Available
829,808 Commonwealth Avenue,Yes,Museum,808 Commonwealth Avenue,02215,269337,98.8,Not applicable to this property type,,"Museum, Parking",1928.0,1240,6.2,19677062.3,23%,77%,0%,7.609350524159537,,,,Not Available
830,Museum of Science,Yes,Museum,8 Charles River Dam,02114-1099,714861,118.3,Not applicable to this property type,,"Museum, Parking",1951.0,3946,8.6,54487598.4,44%,56%,0%,22.564080294427377,,"In 2009, the Museum undertook a Detailed Energy Audit (as part of a comprehensive Performance
Contract Initiative) in order to reduce overall energy consumption by 16.27%. Baseline was established as the average over 2 years from April 2007 thru March 2009.  This goal has been surpassed.  The Baseline was also used to establish a 20% reduction by 2020.",,0301290002
831,29187-Boston / Southampton Street,Yes,Non-Refrigerated Warehouse,290 Southampton Street,02118,73400,19.3,95,,Non-Refrigerated Warehouse,2004.0,97.2,1.3,1415908.1,36%,64%,0%,1.1989100817438691,,"Submission performed by Ecova, Inc.  If you have questions, please contact:
Russell Chambers,
ENERGY STAR Data Lead
509-329-7111
rchambers@ecova.com",,0700074020
832,65 East Cottage St (closed 9/2014),Municipal,Non-Refrigerated Warehouse,65 East Cottage St,02125,120238,Not Available,Not Available,,Non-Refrigerated Warehouse,2000.0,Not Available,Not Available,Not Available,0%,0%,0%,,,,,
833,Dudley St,Yes,Non-Refrigerated Warehouse,55 Humphreys St,02125,105000,0.8,100,,Non-Refrigerated Warehouse,1950.0,7.8,0.1,80257.1,100%,0%,0%,0.7476190476190476,," 
 ",,0703676000
834,27016-Mattapan(Hydepk)/River St,Yes,Non-Refrigerated Warehouse,800 River Street,02126,50700,21.5,90,,Non-Refrigerated Warehouse,2000.0,73.5,1.4,1088109.8,33%,67%,0%,0.5128205128205128,,,,1804365000
835,Comcast Building,Yes,Non-Refrigerated Warehouse,426 East First Street,02127,80000,68.5,Not Available,,"Non-Refrigerated Warehouse, Office, Parking",1930.0,408.8,5.1,5482552.8,49%,51%,0%,2.31,,Comcast Warehouse building has substantial accessory office use to run operations.  Building #2 is 100% office and occupied by other tenants.  ,,0602818000
836,440 McClellan LLC,Yes,Non-Refrigerated Warehouse,440 William F McClellan Highway,02128,121101,29.7,71,,Non-Refrigerated Warehouse,1960.0,264.2,2.2,3599642.9,46%,54%,0%,3.6374596411260023,,Building Usage Data for Natural Gas and Electric is whole building data provided by utility companies.,,0101662000
837,1098-Jamaica Plain,Yes,Non-Refrigerated Warehouse,3175 Washington Street,02130,71057,31.6,9,,Non-Refrigerated Warehouse,2009.0,196.7,2.8,2248944.3,79%,21%,0%,0.1125856706587669,,,,1102009000
838,Archives Building,Municipal,Non-Refrigerated Warehouse,201 Rivermoor St,02132,119454,47.7,80,,Non-Refrigerated Warehouse,2000.0,302.8,2.5,5700500.1,0%,100%,0%,0.480519697959047,,,,
839,25833-Brighton/Lincoln ST,Yes,Non-Refrigerated Warehouse,156 Lincoln St,02135,113000,8.9,99,,Non-Refrigerated Warehouse,2008.0,78.3,0.7,1002954.3,57%,43%,0%,0.10619469026548672,,,,2200972000
840,88 Black Falcon,Yes,Non-Refrigerated Warehouse,88 Black Falcon Ave.,02210,376447,72.3,62,,"Non-Refrigerated Warehouse, Office",1910.0,2281.7,6.1,27203216.8,71%,29%,0%,6.170855392658196,,,,02674-016
841,Shriners Hospitals for Children - Boston,Yes,Not Available,51 Blossom,02114,Not Available,Not Available,Not applicable to this property type,,Not Available,1999.0,4706.8,Not Available,59723241.7,41%,0%,59%,,,,,Not Available
842,Hilton Back Bay Boston,Yes,Not Available,40 Dalton St.,02115,Not Available,Not Available,Not Available,,Not Available,1979.0,Not Available,Not Available,Not Available,0%,0%,0%,,,,,Not Available
843,"North Building, Boston Symphony Orchestra",Yes,Not Available,2-6 Westland Avenue,02115,Not Available,50.2,Not Available,,Office,1947.0,14.9,3.7,200790,0%,0%,0%,,,,,Not Available
844,On The Fens Condominium,Yes,Not Available,70-74 The Fenway,02115,Not Available,Not Available,Not Available,,Not Available,1981.0,91.1,Not Available,1119582,65%,35%,0%,,,,,0401719000
845,"Symphony Hall Service,      Boston Symphony Orchestra",Yes,Not Available,249 Massachusetts Ave,02115,Not Available,Not Available,Not applicable to this property type,,Performing Arts,1900.0,325839.9,Not Available,4907339225,0%,0%,100%,7.355208333333334,,,,Not Available
846,copley place,Yes,Not Available,100 huntington avenue,02116,Not Available,112.7,Not applicable to this property type,,"Office, Other, Restaurant",1983.0,13284,10.8,138830894.1,98%,2%,0%,169.47516233766234,,we provide chilled water to the Copley Westin Hotel and Copley Marriott Hotels . .  and electric and water consumption relates to those users NOT @ 100 HUntington Ave. ,,0400600020
847,Two Clarendon,Yes,Not Available,2 Clarendon Street,02116,Not Available,Not Available,Not Available,,Not Available,1985.0,309.8,Not Available,3975885.6,57%,43%,0%,,,,,0400206000
848,30 Northampton Street,Yes,Not Available,30 Northampton St,02118,Not Available,1.4,Not applicable to this property type,,Other,1966.0,7.5,0.1,83414,84%,16%,0%,0.02593809441466367,,,,0801750000
849,30 Winter Street,Yes,Not Available,30 Winter Street,02118,Not Available,Not Available,Not Available,,Office,1975.0,Not Available,Not Available,Not Available,0%,0%,0%,,,,,Not Available
850,Morgan Memorial Goodwill Industries,Yes,Not Available,1010 Harrison Ave.,02119,Not Available,Not Available,Not applicable to this property type,,"Office, Restaurant, Retail Store",1986.0,550.4,Not Available,7201802.5,53%,47%,0%,,,"Morgan Memorial Goodwill runs a14,000 square foot retail store with a front entrance on Harrison Ave for the public",,0802375000
