,Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
1186,1098-Jamaica Plain,Yes,Non-Refrigerated Warehouse,3175 Washington Street,2130,"71,057",32,7,,Non-Refrigerated Warehouse,2009,182.6,2.6,"2,271,760.00",84.30%,15.70%,,0.4,,,,1102009000,"2014, 2015, 2016, 2017, "
1187,Street Light Yard,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",327 Forest Hills Street,2130,"4,320",23.1,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,8.5,2,"99,872.00",100.00%,,,0,,,,1102702003,"2016, 2017, "
1188,E-13 Station,Municipal ,Police Station,3347 Washington St,2130,"14,750",140,Not Available,,Police Station,2000,135.8,9.2,"2,064,455.10",39.10%,60.90%,,,,,,1102261000,"2016, 2017, "
1189,Washington Street,Yes,Non-Refrigerated Warehouse,3368 Washington Street,2130,"37,718",40.7,63,,Non-Refrigerated Warehouse,1988,97.6,2.6,"1,533,906.10",32.40%,67.60%,,0.3,,,,1102897010,"2017, "
1190,Boston Maintenance Supply,Yes,Non-Refrigerated Warehouse,3380 Washington ST,2130,"35,000",Not Available,Not Available,,Non-Refrigerated Warehouse,1980, Not Available ,Not Available, Not Available ,,,,,,,,"1102894003, 1102896000","2016, 2017, "
1191,Curley House,Municipal ,Single Family Home,350 Jamaicaway,2130,"122,183",7.3,Not Available,,Other,2000,52.3,0.4,"895,201.60",16.40%,83.70%,,,,,,1902060000,"2016, 2017, "
1192,MSPCA/Angell,Yes,Other - Specialty Hospital,350 South Huntington Ave,2130,"169,972",149.5,Not Available,,Other - Specialty Hospital,1954,"1,641.60",9.7,"25,406,842.10",35.60%,64.40%,,2.6,,,,1002199001,"2014, 2015, 2016, 2017, "
1193,Centre-Creighton Apartments,Yes,Multifamily Housing,365 Centre Street,2130,"42,581",82,5,,Multifamily Housing,2010,247.2,5.8,"3,489,901.30",54.80%,45.20%,,84.2,,,,1002038024,"2017, "
1194,CURLEY JM,Municipal ,K-12 School,40 Pershing Rd.,2130,"34,445",61.6,82,,K-12 School,1970,136.9,4,"2,123,223.10",35.20%,64.80%,,,,,,1902069000,"2016, 2017, "
1195,Jamaicaway Place Condo,Yes,Multifamily Housing,40-50-60 Jamaicaway,2130,"25,400",107.6,39,,Multifamily Housing,1982,159.1,6.3,"2,732,616.20",15.80%,84.20%,,58.6,,,,1001609000,"2017, "
1196,Showa Boston Institute,Yes,College/University,420 Pond St.,2130,"162,728",94.8,Not Available,,"College/University, Parking",1951,959.5,5.9,"15,433,977.70",22.00%,68.80%,,6.6,,,,"1902456000, 1902456002","2017, "
1197,Connolly Branch,Municipal ,Library,433 Centre St,2130,"9,240",65.5,Not Available,,Library,2000,39,4.2,"604,819.40",35.00%,65.00%,,,,,,1902177000,"2016, 2017, "
1198,Springhouse Inc,Yes,Senior Care Community,44 Allandale Street ,2130,"172,770",128,4,,Senior Care Community,1996,"1,390.40",8,"22,122,371.10",30.10%,69.90%,,25.6,,,,2003594000,"2015, 2016, 2017, "
1199,Arborway Gardens Condominium,Yes,Multifamily Housing,"461, 463, 467, 469, 493, 495 Arborway, ",2130,100,95.6,43,,Multifamily Housing,1950,805.7,5.4,"14,362,514.50",9.20%,90.80%,,43740,,,,1102640000,"2015, 2016, 2017, "
1200,Jamaica Plain,Yes,Multifamily Housing,48 School Street,2130,"156,000",66.7,86,,"Multifamily Housing, Parking",1920,622.7,4,"10,410,399.40",20.70%,79.30%,,56.1,,,,"1101481000	1102327000	1102328000	1102329000	1102330000	1102331000	1102332000	1102342000	1401095000	1401097000	1404298000	1404299000	1904778000","2015, 2016, 2017, "
1201,Arbour Hospital,Yes,Other - Specialty Hospital,49 Robinwood Ave,2130,"65,000",74.7,Not Available,,Other - Specialty Hospital,1980,402.1,6.2,"4,853,541.70",92.00%,8.00%,,5.5,,,,1900926000,"2017, "
1202,CURLEY MARY E,Municipal ,K-12 School,493 Centre St.,2130,"122,183",40.8,98,,K-12 School,1931,294.6,2.4,"4,989,515.50",18.30%,81.70%,,,,,,1902069000,"2016, 2017, "
1203,DAUGHTERS OF ST PAUL INC,Yes,Mixed Use Property,50 ST PAULS AVENUE,2130,"174,000",50.5,Not Available,,"Office, Residence Hall/Dormitory",1955,560.2,3.2,"8,785,871.10",23.90%,62.20%,,11.9,,,,1902625000,"2014, 2015, 2016, 2017, "
1204,The Forbes Building,Yes,Multifamily Housing,545 Centre Street,2130,"88,616",101.3,42,,Multifamily Housing,1976,697.1,7.9,"8,976,603.20",30.70%,,,45.2,,,,1901974000,"2014, 2015, 2016, 2017, "
1205,Pondview: 560 Centre St,Yes,Multifamily Housing,560 Centre St,2130,"50,297",85.6,57,,Multifamily Housing,2000,253.1,5,"4,307,803.40",17.40%,82.60%,,69.9,,National Grid was unable to get a meter monthly meter reading for the Aug-Oct billing period so there is a greater than 31 day time frame that was not able to be corrected as the utility could only provide that usage data for those months together. ,,1900914000,"2017, "
1206,Woodbourne Apartments,Yes,Multifamily Housing,6 Southbourne Rd,2130,"49,064",86.6,45,,Multifamily Housing,1980,261.6,5.3,"4,248,654.20",26.20%,73.80%,,59.9,,,,1904952000,"2017, "
1207,Jamaica Plain Cohousing,Yes,Multifamily Housing,65 Cornwall St.,2130,"42,519",34.5,100,,Multifamily Housing,2005,80.5,1.9,"1,468,827.60",22.10%,67.70%,,19.7,"44,140",,,1102178000 1102180010,"2017, "
1208,KENNEDY JF,Municipal ,K-12 School,7 Bolster St.,2130,"49,194",84.1,82,,K-12 School,1963,233.6,4.7,"4,138,699.00",10.30%,89.70%,,11.8,,,,1002705000,"2016, 2017, "
1209,702-718 Centre St,Yes,Other - Mall,702 B718A Centre St,2130,"38,250",64.6,Not Available,,Other - Mall,1925,197.5,5.2,"2,472,371.10",82.90%,17.10%,,1808.8,,,,1901392000,"2016, 2017, "
1210,JP Center,Yes,Medical Office,75 Bickford Street,2130,"26,890",199.1,Not Available,,"Medical Office, Parking",1996,343.6,12.8,"5,354,517.50",,65.80%,,13.8,,Part of a two building site.  Other building is self-reported by Stop&Shop corporate headquarters.,,1001850010,"2017, "
1211,Sumner Hill House Condos: Sumner Hill House Condos,Yes,Multifamily Housing,76 Elm Street,2130,"95,501",42.5,94,,Multifamily Housing,1985,265,2.8,"4,061,399.80",37.50%,62.50%,,27.3,,"Double pane windows, Sonifil White Roof - Asphalt Roof and Slate Roof ---- Boiler upgraded in 2016",,1901237000,"2016, 2017, "
1212,Green Street,Yes,Residential Care Facility,82 Green Street ,2130,"39,600",75,Not Available,,Residential Care Facility,1899,177.2,4.5,"2,971,947.20",20.20%,79.80%,,9.1,,,,1900520010,"2017, "
1213,82 South Huntington,Yes,Multifamily Housing,82 South Huntington Avenue,2130,"80,000",Not Available,Not Available,,Multifamily Housing,1969, Not Available ,Not Available, Not Available ,,,,,,,,1001492000,"2015, 2016, 2017, "
1214,Julia Martin House: Julia Martin House,Yes,Multifamily Housing,90 Bickford St,2130,"44,892",50,74,,Multifamily Housing,2006,152.5,3.4,"2,243,527.20",45.90%,54.10%,,51.1,,Hot water is electrically heated ,,1002334010,"2016, 2017, "
1215,Charles E. Farnsworth Housing Corp,Yes,Other - Lodging/Residential,90 South Street ,2130,"43,037",171.1,Not Available,,Other - Lodging/Residential,1982,480.2,11.2,"7,364,958.60",37.40%,62.60%,,41.9,,,,1103125000,"2015, 2016, 2017, "
1216,Franciscan Monastery of St Clare,Yes,Other - Lodging/Residential,920 Centre St,2130,"60,000",53.4,Not Available,,"Other - Lodging/Residential, Parking",1906,235.1,3.9,"3,205,073.80",10.10%,9.40%,,6,,,,1902805000,"2014, 2015, 2016, 2017, "
1217,Back of the Hill Apartments L.P.,Yes,Multifamily Housing,100 South Hunting Avenue,02130-4723,"72,174",97.3,38,,Multifamily Housing,1981,459.5,6.4,"7,019,144.30",38.20%,61.80%,,59.8,,,,1001490000,"2017, "
1218,IRVING,Municipal ,K-12 School,105 Cummins HWY,2131,"110,370",59.1,90,,K-12 School,1936,381.7,3.5,"6,524,872.60",16.70%,83.30%,,,,,,1904029000,"2016, 2017, "
1219,Roslindale Senior Housing Corp.,Yes,Other - Lodging/Residential,120 Poplar Street ,2131,"58,153",145.7,Not Available,,Other - Lodging/Residential,1987,551.8,9.5,"8,473,373.40",37.10%,62.90%,,57.8,,,,"1904205100, 1904180000","2015, 2016, 2017, "
1220,Menino Community Center,Municipal ,Social/Meeting Hall,125 Brookway Rd,2131,"12,000",51.1,Not Available,,Other - Recreation,2000,38.3,3.2,"613,762.00",28.80%,71.20%,,3.4,,,,1903432000,"2016, 2017, "
1221,Weld Hill Research and Admin Building,Yes,College/University,1300 Centre Street,2131,"40,000",206.7,Not Available,,College/University,2009,706.6,17.7,"8,269,732.70",100.00%,0.00%,,11.2,,This building utilizes a geothermal system that primarily operates on electrical energy sources.,,2005207000,"2016, 2017, "
1222,SUMNER,Municipal ,K-12 School,15 Basile St.,2131,"49,105",51.8,96,,K-12 School,1931,150.5,3.1,"2,544,743.00",18.60%,81.40%,,,,,,1903097000,"2016, 2017, "
1223,Blue Ledge Co-op,Yes,Multifamily Housing,15 Blue Ledge Drive,2131,"69,335",Not Available,Not Available,,Multifamily Housing,1995, -   ,0, Not Available ,,,,,,,,1806016300,"2015, 2017, "
1224,Flaherty Pool,Municipal ,Swimming Pool,160 Florence St,2131,"15,000",351.8,Not Available,,Other - Recreation,2000,332.7,22.2,"5,276,642.90",30.70%,69.30%,,38.6,,,,1903209000,"2016, 2017, "
1225,MOZART,Municipal ,K-12 School,236 Beech St.,2131,"16,248",63.4,94,,K-12 School,1932,61.1,3.8,"1,029,967.40",19.30%,80.70%,,,,,,2000931000,"2016, 2017, "
1226,Dale Village Condo Trust,Yes,Multifamily Housing,25 Harrison St,2131,"191,967",8.5,100,,Multifamily Housing,1900,138.8,0.7,"1,624,074.40",100.00%,,,16.4,,,,1903888000,"2015, 2016, 2017, "
1227,Animal Control Shelter,Municipal ,Veterinary Office,26 Mahler Rd,2131,"10,000",250.1,Not Available,,Other,2000,146.6,14.7,"2,501,159.30",17.00%,83.00%,,5.9,,,,1902894000,"2016, 2017, "
1228,Stony Brook Commons,Yes,Multifamily Housing,390 Blue Ledge Drive,2131,"459,000",71.7,97,,Multifamily Housing,1900,"1,800.00",3.9,"32,927,457.00",4.80%,95.20%,,67.3,,,,1806016400,"2015, 2016, 2017, "
1229,PHILBRICK,Municipal ,K-12 School,40 Philbrick St.,2131,"20,062",50.6,97,,K-12 School,1913,62.1,3.1,"1,015,198.70",25.00%,75.00%,,,,,,1806519000,"2016, 2017, "
1230,Parkside on Adams,Yes,Other - Lodging/Residential,"4236 Washington St,",2131,"50,000",18.1,Not Available,,"Other - Lodging/Residential, Parking",2015,77.1,1.5,"902,648.10",100.00%,,,10.6,,,,1904223000,"2017, "
1231,Roslindale Branch,Municipal ,Library,4246 Washington St,2131,"13,600",75.9,Not Available,,Library,2000,66,4.8,"1,032,161.40",33.40%,66.60%,,6.1,,,,1904221000,"2016, 2017, "
1232,BATES,Municipal ,K-12 School,426 Beech St.,2131,"27,936",71.5,90,,K-12 School,1929,116.2,4.2,"1,997,574.80",15.60%,84.40%,,10.7,,,,1805161000,"2016, 2017, "
1233,Streetlighting Yard PWD,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",430 Canterbury St,2131,"9,150",Not Available,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2014, Not Available ,Not Available, Not Available ,,,,,,,,1405200000,"2016, 2017, "
1234,Roslindale Storage Holdings,Yes,Self-Storage Facility,44 Lochdale Road,2131,"46,800",250.3,Not Available,,Self-Storage Facility,1910,624.3,13.3,"11,712,080.60",0.80%,99.20%,,2.6,,,,1902889000,"2017, "
1235,CONLEY,Municipal ,K-12 School,450 Poplar St.,2131,"25,281",71.7,89,,K-12 School,1932,106,4.2,"1,811,877.00",16.60%,83.40%,,14.3,,,,1805700000,"2016, 2017, "
1236,Washington Beech - 4560 WASHINGTON ST,Yes,Multifamily Housing,4560 WASHINGTON ST,2131,"55,000",64.8,72,,Multifamily Housing,1900,236.6,4.3,"3,564,491.90",41.00%,59.00%,,55.4,,,,1806017110,"2015, 2016, 2017, "
1237,BARRON,Municipal ,K-12 School,515 Hyde Park Ave.,2131,"14,700",63.8,73,,K-12 School,1969,65.7,4.5,"938,550.00",52.20%,47.80%,,8,,,,1806609000,"2016, 2017, "
1238,HALEY,Municipal ,K-12 School,570 American Legion HWY.,2131,"38,993",76.6,54,,K-12 School,1971,198.8,5.1,"2,986,352.10",41.70%,58.30%,,10.4,,,,1806597000,"2016, 2017, "
1239,Cliffmont Estates Condominium,Yes,Multifamily Housing,57A - 145B Grew Ave.,2131,"223,184",29.7,76,,"Multifamily Housing, Parking",1987,408.6,1.8,"6,636,893.40",26.20%,73.80%,,18.5,,"sq. footage of buildings is an estimate.  sq. footage of parking is an estimate.  ",,1804765000,"2016, 2017, "
1240,Roslindale Community Center,Municipal ,Social/Meeting Hall,6 Cummins Highway,2131,"36,960",77.9,Not Available,,Social/Meeting Hall,2000,185.6,5,"2,878,362.00",35.10%,64.90%,,5.6,,,,1903095000,"2016, 2017, "
1241,Child and Family Counseling Center,Yes,Outpatient Rehabilitation/Physical Therapy,780 American Highway,2131,"35,775",50.6,Not Available,,Outpatient Rehabilitation/Physical Therapy,1940,140.6,3.9,"1,810,334.10",30.80%,,,8.1,,,,1806332050,"2016, 2017, "
1242,Florence Apartments,Yes,Multifamily Housing,"84-90, 92-106, 108-130, 132-154, 156-166 Fawndale Road",2131,"145,643",74.4,98,,Multifamily Housing,1968,581.5,4,"10,840,528.30",1.60%,98.40%,,74,,,,1903232000,"2015, 2016, 2017, "
1243,Longfellow Non Profit,Yes,Multifamily Housing,885 South Street ,2131,"37,034",236.4,1,,Multifamily Housing,1999,511.6,13.8,"8,755,394.70",16.40%,83.60%,,43.8,,,,2004863000,"2017, "
1244,Engine 53,Municipal ,Fire Station,945 Canterbury St,2131,"18,644",79.2,Not Available,,Fire Station,2000,93.8,5,"1,477,413.70",32.20%,67.80%,,14.9,,,,1806649000,"2016, 2017, "
1245,0004 Roslindale,Yes,Supermarket/Grocery Store,950 American Legion Hgwy,2131,"38,694",238.9,54,,Supermarket/Grocery Store,2001,669.8,17.3,"9,245,487.20",59.80%,40.20%,,73.3,,,,1807323000,"2015, 2016, 2017, "
1246,Cummins Towers,Yes,Multifamily Housing,950 Canterbury Street,2131,"206,955",97,58,,Multifamily Housing,1900,"1,179.80",5.7,"20,080,410.10",17.40%,82.60%,,63.8,,,,1806659000,"2015, 2016, 2017, "
1247,Franklin Park Maintenance Shed,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,2131,"3,600",9.9,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,3.1,0.8,"35,726.00",100.00%,,,,,,,1203486000,"2016, 2017, "
1248,Franklin Park Ranger Office,Municipal ,Office,Morton St and Canterbury St,2131,"1,400",128.6,Not Available,,Office,1905,15.4,11,"180,052.90",100.00%,,,,,,,1203486000,"2016, 2017, "
1249,Franklin Park Ranger Stables,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,2131,"4,500",25.4,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,9.8,2.2,"114,241.40",100.00%,,,,,,,1203486000,"2016, 2017, "
1250,Franklin Park Trades Office,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,2131,"10,000",109.4,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,93.5,9.3,"1,094,023.70",100.00%,,,,,,,1203486000,"2016, 2017, "
1251,The Roxbury Latin School,Yes,K-12 School,101 St. Theresa Avenue,2132,"181,272",73,53,,K-12 School,1928,856.5,4.7,"13,227,775.30",36.00%,64.00%,,36.1,,,,2003263000,"2015, 2016, 2017, "
1252,Edgemere Green,Yes,Multifamily Housing,110-154 Edgemere Road,2132,"45,700",30.6,100,,Multifamily Housing,1967,285,1.7,"5,232,628.90",5.70%,94.30%,,59.1,,,,,
1253,Roxbury Home for Aged,Yes,Senior Care Community,1205 Centre Street ,2132,"102,648",89.2,54,,Senior Care Community,2006,543.8,5.3,"9,155,638.90",19.40%,80.60%,,30.1,,,,2003597001,"2015, 2016, 2017, "
1254,WEST ROXBURY HS,Municipal ,K-12 School,1205 VFW PKWY,2132,"227,030",145.6,13,,"K-12 School, Swimming Pool",1976,"1,873.60",8.3,"33,059,598.30",11.00%,89.00%,,,,,,2008982000,"2016, 2017, "
1255,#2665 - West Roxbury,Yes,Retail Store,1213 VFW Parkway,2132,"123,596",77,70,,Retail Store,1994,679.2,5.5,"9,517,623.80",56.40%,43.60%,,7.1,,,,2009216400,"2017, "
1256,PHS-Spaulding Rehabilitation Hospital - West Roxbury,Yes,Hospital (General Medical & Surgical),1245 Centre Street,2132,"50,242",62.2,100,,"Hospital (General Medical & Surgical), Parking",1980,4.4,0.1,"3,126,685.10",97.40%,2.60%,,13.5,,,,2003599000,"2014, 2015, 2016, 2017, "
1257,"1459 Realty Ventures, LLC",Yes,Multifamily Housing,1459-1461 VFW Parkway,2132,"90,390",72.7,75,,"Multifamily Housing, Parking",1968,379.5,4.2,"6,574,367.20",14.20%,85.80%,,45.2,,Unsure of area for parking use,,2010637001,"2015, 2016, 2017, "
1258,Prime Motor Group,Yes,Automobile Dealership,1525-1607 VFW Parkway,2132,"150,000",39.8,Not Available,,"Automobile Dealership, Parking",2005,454.8,3,"5,975,756.70",71.10%,28.90%,,8.1,,,,2010643010,"2015, 2017, "
1259,LYNDON,Municipal ,K-12 School,170 Russett Rd.,2132,"24,708",55.7,96,,K-12 School,1028,82.4,3.3,"1,375,966.70",20.90%,79.10%,,2.7,,,,2006132000,"2016, 2017, "
1260,E-05 Station,Municipal ,Police Station,1708 Centrer St,2132,"14,290",215.3,Not Available,,Police Station,2000,196.9,13.8,"3,077,230.70",33.60%,66.40%,,0.2,,,,2005719000,"2016, 2017, "
1261,Roche Community Center,Municipal ,Social/Meeting Hall,1716 CENTRE ST,2132,"18,600",74.1,Not Available,,Social/Meeting Hall,2000,88.8,4.8,"1,378,343.80",35.00%,65.00%,,4.9,,,,2005720080,"2016, 2017, "
1262,Ohrenberger School,Municipal ,K-12 School,175 West Boundary Rd,2132,"111,592",118.8,35,,K-12 School,1972,754.7,6.8,"13,256,505.70",11.80%,88.20%,,6.7,,,,2012032000,"2016, 2017, "
1263,Cheriton Heights,Yes,Multifamily Housing,18 Cheriton Rd,2132,"45,180",100.7,15,,Multifamily Housing,1979,306,6.8,"4,548,061.20",43.80%,56.20%,,31.2,,,,2011777010,"2017, "
1264,Engine 30,Municipal ,Fire Station,1940 Centre St,2132,"9,600",102.3,Not Available,,Fire Station,2000,61.7,6.4,"981,820.00",30.10%,69.90%,,14.4,,,,2005784000,"2016, 2017, "
1265,West Roxbury Branch,Municipal ,Library,1961 Centre St,2132,"23,193",58,Not Available,,Library,2000,84.5,3.6,"1,345,110.40",29.90%,70.10%,,,,,,2006569000,"2016, 2017, "
1266,YMCA of Greater Boston - Parkway,Yes,Fitness Center/Health Club/Gym,1972 Centre St,2132,"35,998",287.4,Not Available,,"Fitness Center/Health Club/Gym, Swimming Pool",2016,626,17.4,"10,345,669.30",22.90%,77.10%,,33.8,,"This property was built in year 1951, and remodeled, completed year 2016",,2002296000,"2017, "
1267,Cheriton Grove Apartments,Yes,Multifamily Housing,20 Cheriton Rd,2132,"31,605",113.2,13,,Multifamily Housing,1986,241.5,7.6,"3,577,663.40",44.50%,55.50%,,46,,,,2011777000,"2017, "
1268,SHAW RG,Municipal ,K-12 School,20 Mt. Vernon St.,2132,"93,374",58.1,92,,K-12 School,1919,317.1,3.4,"5,424,631.80",16.50%,83.50%,,,,,,2007832000,"2016, 2017, "
1269,Archives Building,Municipal ,Mixed Use Property,201 Rivermoor St,2132,"119,454",14.9,99,,Non-Refrigerated Warehouse,2000,94.5,0.8,"1,779,682.10",,100.00%,,,,,,2009228000,"2016, 2017, "
1270,"Deutsches Altenheim, Inc.",Yes,Senior Care Community,2222 Centre St.,2132,"123,350",114.3,60,,Senior Care Community,1991,"1,132.50",7.3,"17,709,588.30",33.50%,66.50%,,,,"2014 reporting - includes EV building,2015 reporting - includes EV building",,2003228000,"2017, "
1271,Rockingham Glen - 30 Rockingham Ave.,Yes,Multifamily Housing,30 Rockingham Avenue,2132,"71,450",67.1,63,,Multifamily Housing,1974,296,4.1,"4,797,820.60",26.60%,73.40%,,41.6,,,,2003041000,"2017, "
1272,District 6 Yard,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",315 Gardner St,2132,"3,000",93.3,Not Available,,Other,2000,23.9,8,"279,984.50",100.00%,,,,,,,2009010000,"2016, 2017, "
1273,KILMER,Municipal ,K-12 School,35 Baker St.,2132,"25,068",48.9,97,,K-12 School,1935,76,3,"1,224,903.70",27.70%,72.30%,,,,,,2009606000,"2016, 2017, "
1274,Rockingham Glen - 40 Rockingham Ave,Yes,Multifamily Housing,40 Rockingham Ave,2132,"71,450",61.2,72,,Multifamily Housing,1947,272.3,3.8,"4,370,276.50",28.40%,71.60%,,28,,,,2003041000,"2017, "
1275,Belgrade Place LLC,Yes,Multifamily Housing,446 Belgrade Ave,2132,"43,716",52.5,69,,"Multifamily Housing, Parking",2012,168.9,3.9,"2,294,215.90",63.50%,36.50%,,30.1,,,,2005737000,"2015, 2016, 2017, "
1276,Hillview Condominium Trust,Yes,Other - Lodging/Residential,5050 Washington Street,2132,"88,818",44.6,Not Available,,Other - Lodging/Residential,1983,244,2.7,"3,962,669.00",26.10%,73.90%,,31.8,,,,2012245000,"2015, 2016, 2017, "
1277,Engine 55,Municipal ,Fire Station,5115 WASHINGTON ST,2132,"17,912",61.5,Not Available,,Fire Station,2000,69.8,3.9,"1,101,568.10",31.70%,68.30%,,,,,,2003043000,"2016, 2017, "
1278,Ridgecrest Terrace,Yes,Multifamily Housing,5120 Washington Street ,2132,"149,192",63.2,Not Available,,"Multifamily Housing, Office, Parking",1970,711,4.1,"10,996,722.50",5.30%,45.90%,,4.2,,,,,
1279,BEETHOVEN,Municipal ,K-12 School,5125 Washington St.,2132,"37,452",62.8,92,,K-12 School,1925,138.5,3.7,"2,350,686.90",17.90%,82.10%,,6.8,,,,2003045000,"2016, 2017, "
1280,Draper Pool,Municipal ,Swimming Pool,5279 Washington St,2132,"17,400",272.9,Not Available,,Other - Recreation,2000,212.1,16.6,"3,487,567.10",23.80%,76.20%,,18.8,,,,2010802000,"2016, 2017, "
1281,Holy Name Parish School,Yes,K-12 School,535 West Roxbury Parkway,2132,"118,893",56.5,54,,"K-12 School, Parking",1953,367.9,3.2,"6,585,096.80",11.70%,88.30%,,5.2,,,,2005897000,"2015, 2016, 2017, "
1282,BPD Backup Tower,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,2132,"10,200",8.7,Not Available,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1905,7.6,0.7,"88,533.40",100.00%,,,,,,,2000676000,"2016, 2017, "
1283,Glen Grove Park Condominium,Yes,Multifamily Housing,95 Grove Street,2132,"54,467",76.6,97,,Multifamily Housing,1982,221.5,4.1,"4,170,100.10",,100.00%,,4.9,,,,2011354000,"2017, "
