,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
832,Franklin Park Greenhouse,Municipal,Other,190 Morton Street,02130,25000,267.3,Not Available,,Other,2000,376.5,15.1,6683157.7,0.04427377794781051,0.8948015731994473,,,,,,Not Available,2016
833,Franklin Park Maintenance Shed,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,02131,3600,9,Not Available,,Repair Services,1905,3.1,0.9,32417.4,1.0000003701715745,,,,,,,Not Available,2016
834,Franklin Park Ranger Office,Municipal,Office,Morton St and Canterbury St,02131,1400,153.4,Not Available,,Office,1905,20.8,14.8,214771.8,0.9999997765069717,,,,,,,Not Available,2016
835,Franklin Park Ranger Stables,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,02131,4500,26.4,Not Available,,Repair Services,1905,11.5,2.6,118938.9,1.0000000672614258,,,,,,,Not Available,2016
836,Franklin Park Trades Office,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,02131,10000,113.3,Not Available,,Repair Services,1905,109.6,11,1132784,1.0,,,,,,,Not Available,2016
837,Franklin Square Apartments,Yes,Multifamily Housing,11 East Newton Street,02118,193816,79.9,70,,Multifamily Housing,1867,937.4,4.8,15488807.3,0.17,0.83,,35.5,,,,0801385002,"2015, 2016"
838,FULLER,Municipal,K-12 School,25 Glen Rd.,02130,19887,76.6,90,,K-12 School,1892,90.1,4.5,1523075.8,0.13884782359485984,0.8611521996738442,,,,,,Not Available,2016
839,Fulton Court Condominium Trust,Yes,Multifamily Housing,100 Fulton Street,02109,100800,8.3,100,,Multifamily Housing,1990,80.5,0.8,832334.3,1.0,,,19.4,,,,0303478000,"2015, 2016"
840,Gallatin Hall,Yes,Residence Hall/Dormitory,24 Harvard Way,02163,50956,59.2,81,,Residence Hall/Dormitory,1926,241.2,4.7,3017117.6,0.45,,0.55,21.8,,"Steam usage is allocated as 29% of the meter shared with Connell, Hamilton, Morris, Loeb, Ludcke, Wyss. Allocation is by GSF. Water is allocated by gross square footage for this property, and does not represent actual usage.",,2200530000,"2014, 2015, 2016"
841,Gallivan Community Center,Municipal,Other - Recreation,61 Woodruff Way,02126,10400,90.6,Not Available,,Other - Recreation,2000,61,5.9,942004.3,0.2657146257187998,0.7342854011175958,,,,,,Not Available,2016
842,Garage at Post Office Square,Yes,Parking,Zero Post Office Square,02109,50000,60,Not Available,,"Other - Recreation, Parking",1990,290.3,5.8,3000619.4,1.0,,,26.7,,"assessing parcel 0304163000.   Parking Garage has restrooms which are open to the public 24 hours/7 days, accounting for a significant portion of water use.",,0304163000,"2014, 2015, 2016"
843,GARDNER,Municipal,K-12 School,30 Athol,02134,59196,57.4,94,,K-12 School,1906,204.2,3.4,3397885.6,0.1597126824987869,0.8402873212094015,,,,,,Not Available,2016
844,GARFIELD,Municipal,K-12 School,95 Beechcroft,02135,47314,59.3,95,,K-12 School,1925,165.9,3.5,2805103.1,0.13817788016419075,0.8618221194436667,,,,,,Not Available,2016
845,Garrison Condominium,Yes,Multifamily Housing,8 Garrison St,02116,73000,74.2,90,,Multifamily Housing,1900,320.4,4.4,5413743.7,0.14,0.86,,45.7,,Gross floor area was estimated using the total rentable area plus common areas.,,401011000,"2015, 2016"
846,Garrison Square,Yes,Multifamily Housing,32 Garrison Street,02116,115806,59,Not Available,,Multifamily Housing,1985,661.1,5.7,6833420.2,1.0,,,,,,,0400972000,"2015, 2016"
847,Gatehouse 75,Yes,Multifamily Housing,75 W School St,02129,95087,82.4,12,,"Multifamily Housing, Parking",2013,629.5,6.6,7834953.6,0.62,0.38,,33.3,,"There are three different water meters on the property, so we reported them separately instead of as one meter. WAgt280001 refers to meter #70263683, WAgt280002 refers to the fireline, and WAgt280003 refers to meter #70263683.",,0202360000,2016
848,GAVIN,Municipal,K-12 School,215 Dorchester,02127,108387,46.2,96,,K-12 School,1936,311.8,2.9,5005829.4,0.21034067840985549,0.789659313329775,,,,,,Not Available,2016
849,Genesis House: 28 Wallingford Rd.,Yes,Multifamily Housing,28 Wallingford Rd.,02135,187656,69.5,64,,Multifamily Housing,1978,878.2,4.7,13049750,0.32,0.68,,51.5,,,,2102565020,"2015, 2016"
850,Geneva Apartments LLC,Yes,Multifamily Housing,231 - 1 Geneva Ave,02125,52350,103.6,54,,Multifamily Housing,2000,317.9,6.1,5421732.4,0.13,0.87,,77.9,,,,1401380000,2016
851,George Robert White Resource Center,Municipal,Other,26 Central Ave,02136,12300,Not Available,Not Available,,Other,2000,Not Available,Not Available,Not Available,,,,,,,,Not Available,2016
852,Glass Hall,Yes,Office,660 Soldiers Field Road,02163,7563,78.2,73,,Office,1926,43.5,5.8,591164.6,0.24,,0.76,21.7,,"Water is allocated by gross square footage for this property, and does not represent actual usage",,2200530000,"2014, 2015, 2016"
853,Goldenson,Yes,Laboratory,220 Longwood,02115,133445,226.6,Not Available,,Laboratory,1905,2187.5,16.4,30239214.6,0.31,0.0,0.45,76.0,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. Gas Meter is labeled for 230 Longwood Ave. ",,0401882000,"2014, 2015, 2016"
854,Gordon Hall,Yes,Office,25 Shattuck St,02115,72877,147.6,3,,Office,1905,878.1,12,10755146.7,0.59,,0.21,6.9,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,0401882000,"2014, 2015, 2016"
855,Gordon Track and Tennis Center,Yes,Race Track,69 North Harvard Street,02134,77058,37.7,Not Available,,Race Track,1977,214.8,2.8,2904327.2,0.25,,0.75,7.3,,,,2200533000,"2014, 2015, 2016"
856,Governor Apartments: 209 Kelton Street,Yes,Multifamily Housing,209 Kelton Street,02134,91557,58.6,87,,Multifamily Housing,1980,327.9,3.6,5361973.3,0.18,0.82,,37.9,,,,2101692000,"2015, 2016"
857,Granite Lena Park,Yes,Multifamily Housing,754 Blue Hill Avenue,02121,115064,124.9,22,,Multifamily Housing,1920,875.5,7.6,14370941.2,0.18,0.82,,87.8,,,,14019450001401946000140251900014027710001402774000140278800014028230001405083000      1401933000,"2015, 2016"
858,Grant Manor Apartments,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,152212,101.9,58,,Multifamily Housing,1900,944,6.2,15506538.1,0.18,0.82,,17.1,,,,0801675000,"2015, 2016"
859,Greater Boston Legal Services,Yes,Office,32 38 Anthony R Valenti Wy,02114,50400,56.7,85,,Office,1900,254.3,5,2858383.2,0.82,0.18,,11.8,,,,0301592000,"2014, 2015, 2016"
860,Greenhill House,Yes,Office,40 Harvard Way,02163,5940,91.5,72,,Office,1965,38.2,6.4,543245.1,0.13,,0.87,29.6,,"Water is allocated by gross square footage for this property, and does not represent actual usage. Steam usage is allocated as 9% of the meter shared with Chase Hall and Dillon House. Allocation is by GSF.",,2200530000,"2014, 2015, 2016"
861,GREENWOOD E,Municipal,K-12 School,612 METROPOLITAN AVE,02136,51128,36.8,100,,K-12 School,1957,114.7,2.2,1880066.6,0.18056099927523842,0.8194390064692388,,,,,,Not Available,2016
862,GREENWOOD S,Municipal,K-12 School,186 GLENWAY ST,02121,58452,51.5,97,,K-12 School,1925,182.2,3.1,3009782.7,0.17037198599088232,0.8296280175309665,,,,,,Not Available,2016
863,GREW,Municipal,K-12 School,40 Gordon Ave.,02136,32216,53.8,96,,K-12 School,1956,107.2,3.3,1732833.4,0.20107728763769214,0.798922742988449,,,,,,Not Available,2016
864,GUILD,Municipal,K-12 School,5 Ashley St.,02128,36628,68.4,90,,K-12 School,1921,151.5,4.1,2506622.9,0.16824357584860491,0.8317564504150187,,,,,,Not Available,2016
865,HALE,Municipal,K-12 School,51 Cedar St.,02119,23084,68,87,,K-12 School,1909,100.4,4.3,1569355.9,0.24899125048690357,0.7510087341947101,,,,,,Not Available,2016
866,HALEY,Municipal,K-12 School,570 American Legion HWY.,02131,38993,69.4,64,,K-12 School,1971,193.5,5,2707487.3,0.42079136326881383,0.5792086520775186,,,,,,Not Available,2016
867,HAMILTON,Municipal,K-12 School,198 Strathmore Rd.,02135,31570,52.5,98,,K-12 School,1924,97.2,3.1,1658560.3,0.1262301527415072,0.8737698695609681,,,,,,Not Available,2016
868,Hamilton Hall,Yes,Residence Hall/Dormitory,700 Soldiers Field Road,02163,49297,52.2,88,,Residence Hall/Dormitory,1926,201.6,4.1,2571797.7,0.4,,0.6,21.8,,"Water is allocated by gross square footage for this property, and does not represent actual usage. Steam usage is allocated as 27% of the meter shared with Gallatin, Connell, Morris, Loeb, Ludcke, Wyss. Allocation is by GSF.",,2200530000,"2014, 2015, 2016"
869,Hanover,Yes,Multifamily Housing,216-228 Hanover Street,02113,76200,49.1,100,,"Multifamily Housing, Restaurant, Retail Store",1920,217.8,2.9,3740837.7,0.12,0.88,,39.4,,,,0302391000,"2015, 2016"
870,Harbor Garage,Yes,Other,70 East India Row,02110,364500,10.8,Not Available,,Other,1969,379.7,1,3924572.2,1.0,,,9.1,,,,0302995000,"2014, 2015, 2016"
871,Harbor Patrol,Municipal,Police Station,Drydock  /  Summer St,02127,1000,435.2,Not Available,,Police Station,2000,42.1,42.1,435159.7,0.9999998988876957,,,,,,,Not Available,2016
872,Harbor Point Apartments,Yes,Multifamily Housing,400 Mt Vernon,02125,2162289,12,100,,"Multifamily Housing, Parking, Retail Store",1989,2120.2,1,25878876,0.66,0.34,,291.8,,,,1303445000,"2015, 2016"
873,Harbor Seafood,Yes,Other,8 Seafood Way,02210,66087,145.1,Not Available,,Other,2001,864.2,13.1,9590751.6,0.85,0.15,,165507.0,,,,0602674003,"2015, 2016"
874,Harborside Inn,Yes,Hotel,185 State Street,02109,62370,126.8,11,,Hotel,1875,588,9.4,7909194.6,0.49,0.51,,42.0,,,,0303808000,"2014, 2015, 2016"
875,Harborview at the Navy Yard,Yes,Multifamily Housing,250 First Avenue,02129,225748,56.8,81,,"Multifamily Housing, Parking",2008,994,4.4,12814097.5,0.56,0.44,,41.2,,,,Not Available,2016
876,Harpoon,Yes,Other,306 Northern Ave,01220,47515,738.9,Not Available,,Other,1943,2101.9,44.2,35109069.3,0.15,0.85,,431.2,,,,Not Available,"2015, 2016"
877,Harvard Club,Yes,Hotel,374 Commonwealth Avenue,02215,95000,146.3,41,,"Hotel, Parking, Restaurant",1913,889.6,9.4,13902967.1,0.25,0.75,,40.1,,,,0503816000,2016
878,Harvard Institutes of Medicine (HIM),Yes,Laboratory,4 Blackfan St,02115,295537,517.8,Not Available,,Laboratory,1992,10755.9,36.4,153036165.8,0.25,0.0,0.48,140.3,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies Steam and Chilled Water for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.  NSTAR provides electrical service.HIM building operates a 24/7 critical environment laboratory for scientfic research.  ",,0401849000,"2014, 2015, 2016"
879,Harvard Stadium,Yes,Stadium (Open),79 North Harvard Street,02134,351745,32,Not Available,,Stadium (Open),1903,737.1,2.1,11244912.2,0.29,0.71,,,,,,2200533000,"2014, 2015, 2016"
880,Harvard Vanguard Medical,Yes,Medical Office,291 Independence Drive,02467,44508,179.1,13,,"Medical Office, Parking",1984,587.1,13.2,7971041.9,0.47,0.53,,15.7,,,,2006994100,2016
881,Harvard Vanguard Medical Associates,Yes,Medical Office,133 brookline Ave,02215,278667,206.5,Not Available,,"Data Center, Medical Office, Parking",1900,4496,16.1,57541884.9,0.57,0.43,,717.1,,This was first reported without a data center in error Data center Added,,2100074000,"2014, 2015, 2016"
882,Hawes Hall,Yes,College/University,37 Harvard Way,02163,61104,74.7,Not Available,,College/University,2002,401.1,6.6,4562452.1,0.71,,0.29,21.9,,"Electricity usage is high because Crimson Commons electricity load comes off of this building. Crimson Commons can account for ~72,000 kWh monthly. Electricity was not deducted from the Hawes meter, but I manually added electricity usage for Crimson Commons. 
Water is allocated by gross square footage for this property, and does not represent actual usage",,2200530000,"2014, 2015, 2016"
883,Hawthorne Place Condominium Trust,Yes,Multifamily Housing,2 Hawthorne Place,02114,476544,54.6,100,,Multifamily Housing,1000,1473.2,3.1,26041019.3,0.08,0.92,,35.5,,,,0300475000,"2015, 2016"
884,Haynes House,Yes,Multifamily Housing,735 Shawmut Ave,02119,138710,70.3,80,,"Multifamily Housing, Parking",1974,592.5,4.3,9749278.3,0.18,0.82,,55.7,,,,0902160000,"2015, 2016"
885,Headquarters BFD,Municipal,Fire Station,115 South Hampton St,02118,62432,300.9,Not Available,,Fire Station,2000,1118.4,17.9,18784062.9,0.14722919608622054,0.852770804094784,,,,,,Not Available,2016
886,Headquarters BPD,Municipal,Police Station,1199 Tremont St,02120,180000,216.8,Not Available,,Police Station,2000,2929.5,16.3,39026592.9,0.5030721992644148,0.49692781534101077,,,,,,Not Available,2016
887,Health Center,Yes,College/University,94 Pilgrim Road,02115,5400,107,Not Available,,College/University,1967,37.5,6.9,577756.3,0.27,0.73,,5.8,,"Building served by central gas powered steam plant; gas usage has been apportioned by square foot. For information about recent energy efficiency projects, please visit green.simmons.edu.",,0402012000,"2015, 2016"
888,Hearth at Olmstead Green: 2 Kingbird Road,Yes,Multifamily Housing,305 American Legion Hwy,02124,59580,46.4,76,,Multifamily Housing,2012,197.2,3.3,2763244.3,0.42,0.58,,18.2,,Used 582.5 SF per apartment per the average of range 540-625 found on Peabody's site.  Gross SF comes from press release about the groundbreaking.,,1405196900,"2015, 2016"
889,Hebrew Rehabilitation Center,Yes,Hospital (General Medical & Surgical),1200 Centre St,02131,420000,179,94,,"Hospital (General Medical & Surgical), Parking",1963,5090.5,12.1,75163694.5,0.33,0.66,,45.1,,,,Not Available,"2014, 2015, 2016"
890,HEMENWAY,Municipal,K-12 School,37 Millstone Rd.,02136,15077,85.7,73,,K-12 School,1947,82.8,5.5,1292068.4,0.2518197333825361,0.7481802967629269,,,,,,Not Available,2016
891,Hemenway Apartments,Yes,Multifamily Housing,491 Huntington Ave,02115,70300,120,24,,Multifamily Housing,1900,518.8,7.4,8436719.7,0.19,0.81,,83.1,,,,0401797000,"2015, 2016"
892,HENNIGAN,Municipal,K-12 School,200 Heath St.,02130,137800,215,6,,K-12 School,1972,1590.3,11.5,29626744.6,0.01288848130820286,0.9871115195315789,,,,,,Not Available,2016
893,HERNANDEZ,Municipal,K-12 School,61 School St.,02119,64313,63.4,93,,K-12 School,1923,236.4,3.7,4076838.6,0.11176269769423787,0.888237317130975,,,,,,Not Available,2016
894,HF GROUP LLC,Yes,Manufacturing/Industrial Plant,100 CAMBRIDGE ST.,02129,39754,168,Not Available,,Manufacturing/Industrial,1950,540.6,13.6,6679083.6,0.64,0.36,,14.2,,,,0202138000 0202139000,2016
895,HIGGINSON,Municipal,K-12 School,160 Harrishof St.,02119,22968,66.4,93,,K-12 School,1922,91.4,4,1525667,0.15636901106204695,0.8436310094404611,,,,,,Not Available,2016
896,High Pressure Station,Municipal,Fire Station,117 Kneeland St,02111,2500,169.2,Not Available,,Fire Station,2000,40.9,16.4,422955,0.9999998392263951,,,,,,,Not Available,2016
897,Hillview Condominium Trust,Yes,Other - Lodging/Residential,5050 Washington Street,02132,88818,58.3,Not Available,,Other - Lodging/Residential,1983,322.3,3.6,5180106.7,0.21,0.79,,36.2,,,,2012245000,"2015, 2016"
898,Hilton Boston Downtown/Faneuil Hall,Yes,Hotel,89 Broad St,02110,338757,121.7,Not Available,,"Hotel, Office, Restaurant, Retail Store",1998,3044.3,9,41222801.9,0.32,0.18,0.5,40.1,,,,0304029000,"2014, 2015, 2016"
899,Holden,Municipal,K-12 School,8 Pearl St,02129,11212,9.8,100,,K-12 School,2000,10.6,0.9,109320.5,0.9999998170516966,,,1.409204423831609,,,,Not Available,2016
900,HOLLAND,Municipal,K-12 School,85 Olney St.,02121,138585,108.6,49,,K-12 School,1972,895.7,6.5,15052307.5,0.14651624782446146,0.8534837449905937,,,,,,Not Available,2016
901,HOLMES,Municipal,K-12 School,40 School St,02124,60280,48.9,97,,K-12 School,1906,180.3,3,2948235.3,0.18412219404604513,0.8158778308061098,,,,,,Not Available,2016
902,Holmes Sports Center,Yes,College/University,331 Brookline Avenue,02115,53100,128.7,Not Available,,College/University,1989,466.1,8.8,6834943.9,0.35,0.65,,15.7,,"Athletic facility with pool and spa; served by central gas powered steam plant; gas usage has been apportioned by square foot. For information about recent energy efficiency projects, please visit green.simmons.edu.",,0402012000,"2015, 2016"
903,Holy Family Church,Yes,Worship Facility,24 Hartford Street,02125,36072,49.4,85,,Worship Facility,1925,100.7,2.8,1780447,0.08,0.92,,19.9,,,,1301049000,2016
904,Holy Name Parish School,Yes,K-12 School,535 West Roxbury Parkway,02132,118892.6,59.6,48,,"K-12 School, Parking",1953,412.5,3.5,7090667.9,0.12,0.88,,6.0,,,,2005897000,"2015, 2016"
905,Home Depot,Yes,Retail Store,1213 VFW Parkway,02132,102849,93,65,,"Parking, Retail Store",1994,746.6,7.3,9563081.7,0.57,0.43,,8.5,,,,2009216400,"2014, 2015, 2016"
906,Honan-Allston Branch,Municipal,Library,300 North Harvard St,02134,20000,100.3,Not Available,,Library,2000,139.6,7,2006627,0.3771139369698504,0.6228860670827214,,,,,,Not Available,2016
907,Horticultural Hall,Yes,Office,300 Mass AVe,02115,65712.1,57,65,,Office,1901,362.3,5.5,3745128.3,1.0,,,8.4,,,,Not Available,"2014, 2015, 2016"
908,Hostelling International - Boston,Yes,Hotel,19 Stuart Street,02116,65000,198.2,22,,"Bank Branch, Hotel",2012,881.6,13.6,12884932.4,0.35,0.65,,62.7,,,,0304925000,"2014, 2015, 2016"
909,Hotel Commonwealth,Yes,Hotel,500 Commonwealth Avenue,02215,280000,76,63,,"Hotel, Parking",2003,1616.7,5.8,21289714.8,0.52,0.48,,40.1,,,,0503934022 0503934026,2016
910,"HTA - St. Elizabeth's MOB 1, LLC",Yes,Medical Office,11 Nevins Street,02135,50676,54.9,69,,Medical Office,1988,269,5.3,2780872.8,1.0,,,,,,,2101835200,"2015, 2016"
911,Huntington Plaza,Yes,Office,263-289 Huntington Avenue,02115,87751,138.9,47,,"Office, Restaurant, Retail Store",1927,1004.2,11.4,12188750.6,0.67,0.33,,52.6,,"249	Huntington Ave	1807821000	
263	Huntington Ave	0401484000	1807824040
265	Huntington Ave	1807824030	
267	Huntington Ave	1807824020	
269	Huntington Ave	1807824050	
271	Huntington Ave	NA	
273	Huntington Ave	1807825000	
277	Huntington Ave	1807825001	
281	Huntington Ave	401485000	1807825002
283	Huntington Ave	NA	
285	Huntington Ave	1807825003	
289	Huntington Ave	1807825004	
",,Not Available,2016
912,HURLEY,Municipal,K-12 School,70 Worcester St.,02118,42043,76.1,86,,K-12 School,1961,188.7,4.5,3199112.1,0.13438478757902855,0.8656152191603413,,,,,,Not Available,2016
913,Hurley Building,Yes,State Office Building,19 Staniford Street,02114,347022,190.45,0,0,"State Office Building, Office",1969,4756.988,,66090998,0.39,0.61,,,,,,,"2015, 2016"
914,Hyatt Regency Boston,Yes,Hotel,One Avenue De Lafayette,02111,462684,86.2,54,"2013, 2012, 2011, 2010, 2007","Hotel, Other, Restaurant",1983,3252.1,7,39892531.4,0.65,0.35,,34334.0,,Hyatt Regency Boston  Assessing Parcel ID is 03045001100,,0304500100,"2014, 2015, 2016"
915,Hyde Park Branch,Municipal,Library,35 Harvard Ave,02134,30000,34.8,Not Available,,Library,2000,100.9,3.4,1042720.8,1.0000000460334155,,,,,,,Not Available,2016
916,Hyde Park Community Center,Municipal,Other - Recreation,1175 River St,02136,40000,22.5,Not Available,,Other - Recreation,2000,87.3,2.2,901859.8,1.0000000443527919,,,,,,,Not Available,2016
917,HYDE PARK HS,Municipal,K-12 School,655 Metropolitan Ave.,02136,186589,66.5,66,,K-12 School,1929,806.6,4.3,12407401.9,0.27260356191089447,0.7273964393222404,,,,,,Not Available,2016
